Probe Set ID	Gene Title	Gene Symbol
220194_at	"NOL1/NOP2/Sun domain family, member 7"	NSUN7
220195_at	methyl-CpG binding domain protein 5	MBD5
220196_at	"mucin 16, cell surface associated"	MUC16
220197_at	"ATPase, H+ transporting, lysosomal V0 subunit a4"	ATP6V0A4
220198_s_at	eukaryotic translation initiation factor 5A2	EIF5A2
220199_s_at	"axin interactor, dorsalization associated"	AIDA
220200_s_at	SET domain containing (lysine methyltransferase) 8	SETD8
220201_at	ring finger and CCCH-type zinc finger domains 2	RC3H2
220202_s_at	ring finger and CCCH-type zinc finger domains 2	RC3H2
220203_at	bone morphogenetic protein 8a	BMP8A
220204_s_at	bone morphogenetic protein 8a	BMP8A
220205_at	transmembrane phosphatase with tensin homology	TPTE
220206_at	"zinc finger, MYM-type 1"	ZMYM1
220207_at	Yip1 interacting factor homolog B (S. cerevisiae)	YIF1B
220208_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 13"	ADAMTS13
220209_at	"peptide YY, 2 (seminalplasmin)"	PYY2
220210_at	"cholinergic receptor, nicotinic, alpha 10"	CHRNA10
220211_at	hypothetical protein FLJ13224	FLJ13224
220212_s_at	thyroid adenoma associated	THADA
220213_at	teashirt zinc finger homeobox 2	TSHZ2
220214_at	zinc finger protein 215	ZNF215
220215_at	zinc finger protein 669	ZNF669
220216_at	chromosome 8 open reading frame 44	C8orf44
220217_x_at	"SPANX family, member C"	SPANXC
220218_at	chromosome 9 open reading frame 68	C9orf68
220219_s_at	"similar to LRRC37A3 protein /// similar to hCG2036502 /// leucine rich repeat containing 37A /// leucine rich repeat containing 37, member A2 /// leucine rich repeat containing 37, member A3 /// leucine rich repeat containing 37, member A4 (pseudogene)"	LOC100133503 /// LOC644397 /// LRRC37A /// LRRC37A2 /// LRRC37A3 /// LRRC37A4
220220_at	"leucine rich repeat containing 37, member A4 (pseudogene)"	LRRC37A4
220221_at	vacuolar protein sorting 13 homolog D (S. cerevisiae)	VPS13D
220222_at	chromosome 8 open reading frame 39	C8orf39
220223_at	"ATPase family, AAA domain containing 5"	ATAD5
220224_at	hydroxyacid oxidase (glycolate oxidase) 1	HAO1
220225_at	iroquois homeobox 4	IRX4
220226_at	"transient receptor potential cation channel, subfamily M, member 8"	TRPM8
220227_at	"cadherin 4, type 1, R-cadherin (retinal)"	CDH4
220228_at	"adaptor-related protein complex 4, epsilon 1 subunit"	AP4E1
220229_s_at	"adaptor-related protein complex 4, epsilon 1 subunit"	AP4E1
220230_s_at	cytochrome b5 reductase 2	CYB5R2
220231_at	chromosome 7 open reading frame 16	C7orf16
220232_at	stearoyl-CoA desaturase 5	SCD5
220233_at	F-box protein 17	FBXO17
220234_at	carbonic anhydrase VIII	CA8
220235_s_at	chromosome 1 open reading frame 103	C1orf103
220236_at	pyruvate dehydrogenase phosphatase regulatory subunit	PDPR
220237_at	ATG3 autophagy related 3 homolog (S. cerevisiae)	ATG3
220238_s_at	kelch-like 7 (Drosophila)	KLHL7
220239_at	kelch-like 7 (Drosophila)	KLHL7
220240_s_at	transmembrane and coiled-coil domains 3	TMCO3
220241_at	transmembrane and coiled-coil domains 3	TMCO3
220242_x_at	zinc finger protein 701	ZNF701
220243_at	zinc finger and BTB domain containing 44	ZBTB44
220244_at	"loss of heterozygosity, 3, chromosomal region 2, gene A"	LOH3CR2A
220245_at	"solute carrier family 45, member 2"	SLC45A2
220246_at	calcium/calmodulin-dependent protein kinase ID	CAMK1D
220247_at	cancer susceptibility candidate 5	CASC5
220248_x_at	NSFL1 (p97) cofactor (p47)	NSFL1C
220249_at	hyaluronoglucosaminidase 4	HYAL4
220250_at	zinc finger protein 286A	ZNF286A
220251_at	chromosome 1 open reading frame 107	C1orf107
220252_x_at	chromosome X open reading frame 21	CXorf21
220253_s_at	low density lipoprotein-related protein 12	LRP12
220254_at	low density lipoprotein-related protein 12	LRP12
220255_at	"Fanconi anemia, complementation group E"	FANCE
220256_s_at	3-oxoacid CoA transferase 2	OXCT2
220257_x_at	similar to nuclear RNA export factor 2 /// nuclear RNA export factor 2	LOC650686 /// NXF2
220258_s_at	"WD repeat containing, antisense to TP53"	WRAP53
220259_at	"pleckstrin homology domain containing, family H (with MyTH4 domain) member 3"	PLEKHH3
220260_at	"TBC1 domain family, member 19"	TBC1D19
220261_s_at	"zinc finger, DHHC-type containing 4"	ZDHHC4
220262_s_at	delta-like 2 homolog (Drosophila)	DLK2
220263_at	SMAD family member 5 opposite strand	SMAD5OS
220264_s_at	G protein-coupled receptor 107	GPR107
220265_at	G protein-coupled receptor 107	GPR107
220266_s_at	Kruppel-like factor 4 (gut)	KLF4
220267_at	keratin 24	KRT24
220268_at	chromosome 11 open reading frame 67	C11orf67
220269_at	"zinc finger, B-box domain containing"	ZBBX
220270_at	ring finger protein 17	RNF17
220271_x_at	EF-hand calcium binding domain 6	EFCAB6
220272_at	basonuclin 2	BNC2
220273_at	interleukin 17B	IL17B
220274_at	IQ motif containing with AAA domain 1	IQCA1
220275_at	CUB and zona pellucida-like domains 1	CUZD1
220276_at	RERG/RAS-like	RERGL
220277_at	CXXC finger 4	CXXC4
220278_at	lysine (K)-specific demethylase 4D	KDM4D
220279_at	tripartite motif-containing 17	TRIM17
220280_s_at	ankyrin repeat and MYND domain containing 1	ANKMY1
220281_at	"solute carrier family 12 (sodium/potassium/chloride transporters), member 1"	SLC12A1
220282_at	resistance to inhibitors of cholinesterase 3 homolog (C. elegans)	RIC3
220283_at	HHIP-like 2	HHIPL2
220284_at	dickkopf-like 1 (soggy)	DKKL1
220285_at	"family with sequence similarity 108, member B1"	FAM108B1
220286_at	myotubularin related protein 10	MTMR10
220287_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 9"	ADAMTS9
220288_at	myosin XVA	MYO15A
220289_s_at	absent in melanoma 1-like	AIM1L
220290_at	absent in melanoma 1-like	AIM1L
220291_at	glycerophosphodiester phosphodiesterase domain containing 2	GDPD2
220292_at	zinc finger protein 434	ZNF434
220293_at	"cation channel, sperm-associated, beta"	CATSPERB
220294_at	"potassium channel, subfamily V, member 1"	KCNV1
220295_x_at	DEP domain containing 1	DEPDC1
220296_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	GALNT10
220297_at	BTB (POZ) domain containing 7	BTBD7
220298_s_at	spermatogenesis associated 6	SPATA6
220299_at	spermatogenesis associated 6	SPATA6
220300_at	regulator of G-protein signaling 3	RGS3
220301_at	coiled-coil domain containing 102B	CCDC102B
220302_at	male germ cell-associated kinase	MAK
220303_at	PDZ domain containing 3	PDZD3
220304_s_at	cyclic nucleotide gated channel beta 3	CNGB3
220305_at	mitochondrial antiviral signaling protein	MAVS
220306_at	"family with sequence similarity 46, member C"	FAM46C
220307_at	"CD244 molecule, natural killer cell receptor 2B4"	CD244
220308_at	coiled-coil domain containing 19	CCDC19
220309_at	tetratricopeptide repeat domain 22	TTC22
220310_at	"tubulin, alpha-like 3"	TUBAL3
220311_at	N-6 adenine-specific DNA methyltransferase 1 (putative)	N6AMT1
220312_at	"family with sequence similarity 83, member E"	FAM83E
220313_at	G protein-coupled receptor 88	GPR88
220314_at	"heat shock transcription factor family, X linked 1 /// heat shock transcription factor family, X linked 2"	HSFX1 /// HSFX2
220315_at	"poly (ADP-ribose) polymerase family, member 11"	PARP11
220316_at	neuronal PAS domain protein 3	NPAS3
220317_at	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	LRAT
220318_at	epsin 3	EPN3
220319_s_at	myosin regulatory light chain interacting protein	MYLIP
220320_at	docking protein 3	DOK3
220321_s_at	coiled-coil domain containing 121	CCDC121
220322_at	"interleukin 1 family, member 9"	IL1F9
220323_at	cyclin N-terminal domain containing 2	CNTD2
220324_at	chromosome 6 open reading frame 155	C6orf155
220325_at	"TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa"	TAF7L
220326_s_at	hypothetical protein FLJ10357	FLJ10357
220327_at	vestigial like 3 (Drosophila)	VGLL3
220328_at	polyhomeotic homolog 3 (Drosophila)	PHC3
220329_s_at	required for meiotic nuclear division 1 homolog (S. cerevisiae)	RMND1
220330_s_at	"SAM domain, SH3 domain and nuclear localization signals 1"	SAMSN1
220331_at	"cytochrome P450, family 46, subfamily A, polypeptide 1"	CYP46A1
220332_at	claudin 16	CLDN16
220333_at	progestin and adipoQ receptor family member V	PAQR5
220334_at	regulator of G-protein signaling 17	RGS17
220335_x_at	carboxylesterase 3	CES3
220336_s_at	glycoprotein VI (platelet)	GP6
220337_at	neuroglobin	NGB
220338_at	Ral GEF with PH domain and SH3 binding motif 2	RALGPS2
220339_s_at	tryptase gamma 1	TPSG1
220340_at	KIAA1772	KIAA1772
220341_s_at	chromosome 5 open reading frame 45	C5orf45
220342_x_at	"ER degradation enhancer, mannosidase alpha-like 3"	EDEM3
220343_at	phosphodiesterase 7B	PDE7B
220344_at	chromosome 11 open reading frame 16	C11orf16
220345_at	leucine rich repeat transmembrane neuronal 4	LRRTM4
220346_at	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	MTHFD2L
220347_at	"Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)"	SMG6
220348_at	kelch-like 29 (Drosophila)	KLHL29
220349_s_at	endo-beta-N-acetylglucosaminidase	ENGASE
220350_at	zinc finger protein 235	ZNF235
220351_at	chemokine (C-C motif) receptor-like 1	CCRL1
220352_x_at	hypothetical LOC645644	FLJ42627
220353_at	"family with sequence similarity 86, member C"	FAM86C
220354_at	similar to hCG1774568	hCG_1774568
220355_s_at	polybromo 1	PBRM1
220356_at	"corin, serine peptidase"	CORIN
220357_s_at	serum/glucocorticoid regulated kinase 2	SGK2
220358_at	"basic leucine zipper transcription factor, ATF-like 3"	BATF3
220359_s_at	"cyclic AMP-regulated phosphoprotein, 21 kD"	ARPP-21
220360_at	THAP domain containing 9	THAP9
220361_at	IQ motif containing H	IQCH
220362_at	psoriasis susceptibility 1 candidate 1	PSORS1C1
220363_s_at	engulfment and cell motility 2	ELMO2
220364_at	hypothetical protein FLJ11235	FLJ11235
220365_at	allantoicase	ALLC
220366_at	epididymal sperm binding protein 1	ELSPBP1
220367_s_at	"Sin3A-associated protein, 130kDa"	SAP130
220368_s_at	"SMEK homolog 1, suppressor of mek1 (Dictyostelium)"	SMEK1
220369_at	"SMEK homolog 1, suppressor of mek1 (Dictyostelium)"	SMEK1
220370_s_at	ubiquitin specific peptidase 36	USP36
220371_s_at	"solute carrier family 12 (potassium/chloride transporters), member 9"	SLC12A9
220372_at	"DnaJ (Hsp40) homolog, subfamily C, member 28"	DNAJC28
220373_at	dachsous 2 (Drosophila)	DCHS2
220374_at	kelch-like 28 (Drosophila)	KLHL28
220375_s_at		
220376_at	leucine rich repeat containing 19	LRRC19
220377_at	"family with sequence similarity 30, member A"	FAM30A
220378_at	t-complex 11 homolog (mouse)	TCP11
220379_at	"fascin homolog 3, actin-bundling protein, testicular (Strongylocentrotus purpuratus)"	FSCN3
220380_at	deoxyribonuclease II beta	DNASE2B
220381_at	Rho GTPase activating protein 28	ARHGAP28
220382_s_at	Rho GTPase activating protein 28	ARHGAP28
220383_at	"ATP-binding cassette, sub-family G (WHITE), member 5"	ABCG5
220384_at	thioredoxin domain containing 3 (spermatozoa)	TXNDC3
220385_at	junctophilin 2	JPH2
220386_s_at	echinoderm microtubule associated protein like 4	EML4
220387_s_at	HERV-H LTR-associating 3	HHLA3
220388_at	fer-1-like 4 (C. elegans)	FER1L4
220389_at	coiled-coil domain containing 81	CCDC81
220390_at	ATP/GTP binding protein-like 2	AGBL2
220391_at	zinc finger and BTB domain containing 3	ZBTB3
220392_at	early B-cell factor 2	EBF2
220393_at	"lengsin, lens protein with glutamine synthetase domain"	LGSN
220394_at	fibroblast growth factor 20	FGF20
220395_at	"DnaJ (Hsp40) homolog, subfamily A, member 4"	DNAJA4
220396_at		
220397_at	Mdm1 nuclear protein homolog (mouse)	MDM1
220398_at	"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits"	GNPTAB
220399_at	non-protein coding RNA 115	NCRNA00115
220400_at	vacuolar protein sorting 13 homolog B (yeast)	VPS13B
220401_at	hypothetical protein FLJ21369	FLJ21369
220402_at	tumor protein p53 regulated apoptosis inducing protein 1	TP53AIP1
220403_s_at	tumor protein p53 regulated apoptosis inducing protein 1	TP53AIP1
220404_at	G protein-coupled receptor 97	GPR97
220405_at	"hypothetical protein LOC100127998 /// syntrophin, gamma 1"	LOC100127998 /// SNTG1
220406_at	"transforming growth factor, beta 2"	TGFB2
220407_s_at	"transforming growth factor, beta 2"	TGFB2
220408_x_at	"family with sequence similarity 48, member A"	FAM48A
220409_at	calmodulin regulated spectrin-associated protein 1	CAMSAP1
220410_s_at	calmodulin regulated spectrin-associated protein 1	CAMSAP1
220411_x_at	podocan-like 1	PODNL1
220412_x_at	"potassium channel, subfamily K, member 7"	KCNK7
220413_at	"solute carrier family 39 (zinc transporter), member 2"	SLC39A2
220414_at	calmodulin-like 5	CALML5
220415_at	TNNI3 interacting kinase	TNNI3K
220416_at	"ATPase, class I, type 8B, member 4"	ATP8B4
220417_s_at	THAP domain containing 4	THAP4
220418_at	"ubiquitin associated and SH3 domain containing, A"	UBASH3A
220419_s_at	ubiquitin specific peptidase 25	USP25
220420_at	"lectin, mannose-binding, 1 like"	LMAN1L
220421_at	butyrophilin-like 8	BTNL8
220422_at	ubiquilin 3	UBQLN3
220423_at	"phospholipase A2, group IID"	PLA2G2D
220424_at	"nephrosis 2, idiopathic, steroid-resistant (podocin)"	NPHS2
220425_x_at	"ropporin, rhophilin associated protein 1B"	ROPN1B
220426_at	chromosome 20 open reading frame 195	C20orf195
220427_at	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	OBSCN
220428_at	"CD207 molecule, langerin"	CD207
220429_at	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	NDST3
220430_at	glycine/arginine rich protein 1	GRRP1
220431_at	"transmembrane protease, serine 11E /// transmembrane protease, serine 11E2"	TMPRSS11E /// TMPRSS11E2
220432_s_at	"cytochrome P450, family 39, subfamily A, polypeptide 1"	CYP39A1
220433_at	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)	PRRG3
220434_at	aarF domain containing kinase 4	ADCK4
220435_at	"solute carrier family 30, member 10"	SLC30A10
220436_at	similar to cell recognition molecule CASPR3	RP11-138L21.1
220437_at	hepatocellular carcinoma-associated gene TD26	LOC55908
220438_at	glutaminyl-peptide cyclotransferase-like	QPCTL
220439_at	Ras and Rab interactor 3	RIN3
220440_at	"lectin, galactoside-binding, soluble, 13"	LGALS13
220441_at	"DnaJ (Hsp40) homolog, subfamily C, member 22"	DNAJC22
220442_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4) /// WD repeat domain 51B	GALNT4 /// WDR51B
220443_s_at	ventral anterior homeobox 2	VAX2
220444_at	zinc finger protein 557	ZNF557
220445_s_at	"CSAG family, member 2 /// CSAG family, member 3"	CSAG2 /// CSAG3
220446_s_at	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	CHST4
220447_at	histamine receptor H3	HRH3
220448_at	"potassium channel, subfamily K, member 12"	KCNK12
220449_at	hypothetical protein MGC5566	MGC5566
220450_at		
220451_s_at	baculoviral IAP repeat-containing 7	BIRC7
220452_x_at		
220453_at	PQ loop repeat containing 2	PQLC2
220454_s_at	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"	SEMA6A
220455_at	"solute carrier family 16, member 8 (monocarboxylic acid transporter 3)"	SLC16A8
220456_at	"serine palmitoyltransferase, long chain base subunit 3"	SPTLC3
220457_at	sterile alpha motif domain containing 4B	SAMD4B
220458_at		
220459_at	MCM3AP antisense RNA (non-protein coding)	MCM3APAS
220460_at	"solute carrier organic anion transporter family, member 1C1"	SLCO1C1
220461_at	pecanex-like 2 (Drosophila)	PCNXL2
220462_at	cysteine-serine-rich nuclear protein 3	CSRNP3
220463_at	"transient receptor potential cation channel, subfamily M, member 3"	TRPM3
220464_at	MCF.2 cell line derived transforming sequence-like	MCF2L
220465_at	hypothetical LOC80054	LOC80054
220466_at	coiled-coil domain containing 15	CCDC15
220467_at		
220468_at	ADP-ribosylation factor-like 14	ARL14
220469_at	"coatomer protein complex, subunit epsilon"	COPE
220470_at	blocked early in transport 1 homolog (S. cerevisiae)-like	BET1L
220471_s_at	myc target 1	MYCT1
220472_at	"zinc finger, CCHC domain containing 4"	ZCCHC4
220473_s_at	"zinc finger, CCHC domain containing 4"	ZCCHC4
220474_at	"solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21"	SLC25A21
220475_at	"solute carrier family 28 (sodium-coupled nucleoside transporter), member 3"	SLC28A3
220476_s_at	chromosome 1 open reading frame 183	C1orf183
220477_s_at	chromosome 20 open reading frame 30	C20orf30
220478_at	"apolipoprotein L, 5"	APOL5
220479_at	hypothetical LOC29034	LOC29034
220480_at	heart and neural crest derivatives expressed 2	HAND2
220481_at	G protein-coupled receptor 75	GPR75
220482_s_at	secretion regulating guanine nucleotide exchange factor	SERGEF
220483_s_at	ring finger protein 19A	RNF19A
220484_at	mucolipin 3	MCOLN3
220485_s_at	signal-regulatory protein gamma	SIRPG
220486_x_at	hypothetical protein LOC100130886 /// transmembrane protein 164	LOC100130886 /// TMEM164
220487_at	"syntrophin, gamma 2"	SNTG2
220488_s_at	breast carcinoma amplified sequence 3	BCAS3
220489_s_at		
220490_at		
220491_at	hepcidin antimicrobial peptide	HAMP
220492_s_at	otoferlin	OTOF
220493_at	doublesex and mab-3 related transcription factor 1	DMRT1
220494_s_at		
220495_s_at	thioredoxin domain containing 15	TXNDC15
220496_at	"C-type lectin domain family 1, member B"	CLEC1B
220497_at	zinc finger protein 214	ZNF214
220498_at	actin-like 7B	ACTL7B
220499_at	fibronectin type III domain containing 8	FNDC8
220500_s_at	"RAB, member of RAS oncogene family-like 2A /// RAB, member of RAS oncogene family-like 2B"	RABL2A /// RABL2B
220501_at	actin-like 7A	ACTL7A
220502_s_at	"solute carrier family 13 (sodium/sulfate symporters), member 1"	SLC13A1
220503_at	"solute carrier family 13 (sodium/sulfate symporters), member 1"	SLC13A1
220504_at	keratocan	KERA
220505_at	chromosome 9 open reading frame 53	C9orf53
220506_at	"guanylate cyclase 1, soluble, beta 2"	GUCY1B2
220507_s_at	"ureidopropionase, beta"	UPB1
220508_at	"chaperonin containing TCP1, subunit 8 (theta)-like 2"	CCT8L2
220509_at	RNA binding motif protein 26	RBM26
220510_at	"Rh family, B glycoprotein (gene/pseudogene)"	RHBG
220511_s_at	deleted in liver cancer 1	DLC1
220512_at	deleted in liver cancer 1	DLC1
220513_at	hypothetical protein LOC100129128	RP11-257K9.7
220514_at		
220515_at	dual specificity phosphatase 21	DUSP21
220516_at	zinc finger and SCAN domain containing 2	ZSCAN2
220517_at	vacuolar protein sorting 13 homolog C (S. cerevisiae)	VPS13C
220518_at	"ABI family, member 3 (NESH) binding protein"	ABI3BP
220519_s_at	"lens intrinsic membrane protein 2, 19kDa"	LIM2
220520_s_at	nucleoporin 62kDa C-terminal like	NUP62CL
220521_s_at	ATG16 autophagy related 16-like 1 (S. cerevisiae)	ATG16L1
